image_id,image_path,image_width,image_height,split,class_id,class_name,x_center,y_center,bbox_w,bbox_h,bbox_area,x1,y1,x2,y2,aspect_ratio,norm_area,size_category,relative_area,shape_category,norm_x,norm_y,touches_left,touches_top,touches_right,touches_bottom,touches_any_edge,out_of_bounds
patches_118,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_118.jpg,200,200,train,2,patches,129.5,133.5,85.0,131.0,11135.0,87.0,68.0,172.0,199.0,0.648854961832061,0.278375,large,27.8375,Tall (AR<0.75),0.6475,0.6675,False,False,False,True,True,False
patches_119,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_119.jpg,200,200,train,2,patches,40.5,100.49999999999999,79.0,197.0,15563.0,1.0,1.9999999999999858,80.0,199.0,0.4010152284263959,0.389075,large,38.9075,Tall (AR<0.75),0.2025,0.5025,True,True,False,True,True,False
patches_119,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_119.jpg,200,200,train,2,patches,167.0,22.0,38.0,42.0,1596.0,148.0,1.0,186.0,43.0,0.9047619047619048,0.0399,medium,3.9899999999999998,Square (0.75-1.25),0.835,0.11,False,True,False,False,True,False
patches_119,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_119.jpg,200,200,train,2,patches,152.0,144.0,96.0,110.00000000000001,10560.000000000002,104.0,89.0,200.0,199.0,0.8727272727272726,0.26400000000000007,large,26.400000000000006,Square (0.75-1.25),0.76,0.72,False,False,True,True,True,False
patches_12,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_12.jpg,200,200,train,2,patches,30.5,177.0,31.0,46.0,1426.0,15.0,154.0,46.0,200.0,0.6739130434782609,0.03565,medium,3.565,Tall (AR<0.75),0.1525,0.885,False,False,False,True,True,False
patches_12,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_12.jpg,200,200,train,2,patches,127.49999999999999,122.0,77.0,88.0,6776.0,88.99999999999999,78.0,166.0,166.0,0.875,0.1694,medium,16.939999999999998,Square (0.75-1.25),0.6375,0.61,False,False,False,False,False,False
patches_12,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_12.jpg,200,200,train,2,patches,144.5,38.5,39.0,49.0,1911.0,125.0,14.0,164.0,63.0,0.7959183673469388,0.047775,medium,4.7775,Square (0.75-1.25),0.7225,0.1925,False,False,False,False,False,False
patches_120,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_120.jpg,200,200,train,2,patches,62.0,37.0,42.0,72.0,3024.0,41.0,1.0,83.0,73.0,0.5833333333333334,0.0756,medium,7.5600000000000005,Tall (AR<0.75),0.31,0.185,False,True,False,False,True,False
patches_120,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_120.jpg,200,200,train,2,patches,144.0,43.5,78.0,85.0,6630.0,105.0,1.0,183.0,86.0,0.9176470588235294,0.16575,medium,16.575,Square (0.75-1.25),0.72,0.2175,False,True,False,False,True,False
patches_120,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_120.jpg,200,200,train,2,patches,58.5,145.5,49.0,109.00000000000001,5341.000000000001,34.0,91.0,83.0,200.0,0.44954128440366964,0.13352500000000003,medium,13.352500000000003,Tall (AR<0.75),0.2925,0.7275,False,False,False,True,True,False
patches_120,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_120.jpg,200,200,train,2,patches,115.99999999999999,135.0,62.0,130.0,8060.0,84.99999999999999,70.0,147.0,200.0,0.47692307692307695,0.2015,medium,20.150000000000002,Tall (AR<0.75),0.58,0.675,False,False,False,True,True,False
patches_120,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_120.jpg,200,200,train,2,patches,11.5,176.0,21.0,44.0,924.0,1.0,154.0,22.0,198.0,0.4772727272727273,0.0231,small,2.31,Tall (AR<0.75),0.0575,0.88,True,False,False,True,True,False
patches_121,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_121.jpg,200,200,train,2,patches,163.5,97.0,56.99999999999999,192.0,10943.999999999998,135.0,1.0,192.0,193.0,0.29687499999999994,0.27359999999999995,large,27.359999999999996,Tall (AR<0.75),0.8175,0.485,False,True,False,False,True,False
patches_122,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_122.jpg,200,200,train,2,patches,34.0,15.0,40.0,28.000000000000004,1120.0000000000002,14.0,0.9999999999999982,54.0,29.0,1.4285714285714284,0.028000000000000004,medium,2.8000000000000003,Wide (AR>1.25),0.17,0.075,False,True,False,False,True,False
patches_122,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_122.jpg,200,200,train,2,patches,87.0,46.5,38.0,33.0,1254.0,68.0,30.0,106.0,63.0,1.1515151515151516,0.03135,medium,3.1350000000000002,Square (0.75-1.25),0.435,0.2325,False,False,False,False,False,False
patches_122,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_122.jpg,200,200,train,2,patches,135.0,37.5,46.0,69.0,3174.0,112.0,3.0,158.0,72.0,0.6666666666666666,0.07935,medium,7.9350000000000005,Tall (AR<0.75),0.675,0.1875,False,False,False,False,False,False
patches_122,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_122.jpg,200,200,train,2,patches,113.99999999999999,125.49999999999999,84.0,101.0,8484.0,71.99999999999999,74.99999999999999,156.0,176.0,0.8316831683168316,0.2121,medium,21.21,Square (0.75-1.25),0.57,0.6275,False,False,False,False,False,False
patches_125,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_125.jpg,200,200,train,2,patches,17.0,180.0,32.0,40.0,1280.0,1.0,160.0,33.0,200.0,0.8,0.032,medium,3.2,Square (0.75-1.25),0.085,0.9,True,False,False,True,True,False
patches_125,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_125.jpg,200,200,train,2,patches,156.0,56.00000000000001,56.00000000000001,110.00000000000001,6160.000000000002,128.0,1.0,184.0,111.00000000000001,0.509090909090909,0.15400000000000005,medium,15.400000000000006,Tall (AR<0.75),0.78,0.28,False,True,False,False,True,False
patches_127,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_127.jpg,200,200,train,2,patches,22.5,184.5,43.0,28.999999999999996,1246.9999999999998,1.0,170.0,44.0,199.0,1.4827586206896552,0.031174999999999994,medium,3.1174999999999993,Wide (AR>1.25),0.1125,0.9225,True,False,False,True,True,False
patches_127,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_127.jpg,200,200,train,2,patches,80.5,65.0,159.0,128.0,20352.0,1.0,1.0,160.0,129.0,1.2421875,0.5088,large,50.88,Square (0.75-1.25),0.4025,0.325,True,True,False,False,True,False
patches_127,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_127.jpg,200,200,train,2,patches,168.0,159.5,40.0,75.0,3000.0,148.0,122.0,188.0,197.0,0.5333333333333333,0.075,medium,7.5,Tall (AR<0.75),0.84,0.7975,False,False,False,False,False,False
patches_127,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_127.jpg,200,200,train,2,patches,168.0,65.5,48.0,129.0,6192.0,144.0,1.0,192.0,130.0,0.37209302325581395,0.1548,medium,15.479999999999999,Tall (AR<0.75),0.84,0.3275,False,True,False,False,True,False
patches_129,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_129.jpg,200,200,train,2,patches,53.5,71.5,31.0,75.0,2325.0,38.0,34.0,69.0,109.0,0.41333333333333333,0.058125,medium,5.8125,Tall (AR<0.75),0.2675,0.3575,False,False,False,False,False,False
patches_13,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_13.jpg,200,200,train,2,patches,90.0,123.50000000000001,52.0,109.00000000000001,5668.000000000001,64.0,69.0,116.0,178.00000000000003,0.47706422018348615,0.14170000000000002,medium,14.170000000000002,Tall (AR<0.75),0.45,0.6175,False,False,False,False,False,False
patches_130,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_130.jpg,200,200,train,2,patches,42.5,103.0,43.0,172.0,7396.0,21.0,17.0,64.0,189.0,0.25,0.1849,medium,18.490000000000002,Tall (AR<0.75),0.2125,0.515,False,False,False,False,False,False
patches_130,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_130.jpg,200,200,train,2,patches,154.0,143.0,76.0,112.00000000000001,8512.000000000002,116.0,87.0,192.0,199.0,0.6785714285714285,0.21280000000000004,medium,21.280000000000005,Tall (AR<0.75),0.77,0.715,False,False,False,True,True,False
patches_130,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_130.jpg,200,200,train,2,patches,174.0,8.5,26.0,15.0,390.0,161.0,1.0,187.0,16.0,1.7333333333333334,0.00975,small,0.975,Wide (AR>1.25),0.87,0.0425,False,True,False,False,True,False
patches_131,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_131.jpg,200,200,train,2,patches,34.0,165.0,22.0,22.0,484.0,23.0,154.0,45.0,176.0,1.0,0.0121,small,1.21,Square (0.75-1.25),0.17,0.825,False,False,False,False,False,False
patches_131,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_131.jpg,200,200,train,2,patches,69.5,89.0,25.0,32.0,800.0,57.0,73.0,82.0,105.0,0.78125,0.02,small,2.0,Square (0.75-1.25),0.3475,0.445,False,False,False,False,False,False
patches_131,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_131.jpg,200,200,train,2,patches,105.5,160.0,77.0,80.0,6160.0,67.0,120.0,144.0,200.0,0.9625,0.154,medium,15.4,Square (0.75-1.25),0.5275,0.8,False,False,False,True,True,False
patches_132,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_132.jpg,200,200,train,2,patches,37.5,56.00000000000001,43.0,110.00000000000001,4730.000000000001,16.0,1.0,59.0,111.00000000000001,0.3909090909090909,0.11825000000000002,medium,11.825000000000003,Tall (AR<0.75),0.1875,0.28,False,True,False,False,True,False
patches_132,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_132.jpg,200,200,train,2,patches,149.0,102.49999999999999,80.0,177.0,14160.0,109.0,13.999999999999986,189.0,191.0,0.4519774011299435,0.354,large,35.4,Tall (AR<0.75),0.745,0.5125,False,False,False,False,False,False
patches_133,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_133.jpg,200,200,train,2,patches,94.0,19.5,72.0,37.0,2664.0,58.0,1.0,130.0,38.0,1.945945945945946,0.0666,medium,6.660000000000001,Wide (AR>1.25),0.47,0.0975,False,True,False,False,True,False
patches_133,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_133.jpg,200,200,train,2,patches,119.5,64.5,33.0,59.0,1947.0,103.0,35.0,136.0,94.0,0.559322033898305,0.048675,medium,4.867500000000001,Tall (AR<0.75),0.5975,0.3225,False,False,False,False,False,False
patches_133,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_133.jpg,200,200,train,2,patches,97.5,185.5,67.0,27.0,1809.0,64.0,172.0,131.0,199.0,2.4814814814814814,0.045225,medium,4.5225,Wide (AR>1.25),0.4875,0.9275,False,False,False,True,True,False
patches_134,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_134.jpg,200,200,train,2,patches,88.5,105.0,71.0,138.0,9798.0,53.0,36.0,124.0,174.0,0.5144927536231884,0.24495,large,24.495,Tall (AR<0.75),0.4425,0.525,False,False,False,False,False,False
patches_134,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_134.jpg,200,200,train,2,patches,177.5,156.0,45.0,76.0,3420.0,155.0,118.0,200.0,194.0,0.5921052631578947,0.0855,medium,8.55,Tall (AR<0.75),0.8875,0.78,False,False,True,False,True,False
patches_135,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_135.jpg,200,200,train,2,patches,91.5,60.5,37.0,67.0,2479.0,73.0,27.0,110.0,94.0,0.5522388059701493,0.061975,medium,6.1975,Tall (AR<0.75),0.4575,0.3025,False,False,False,False,False,False
patches_136,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_136.jpg,200,200,train,2,patches,104.0,100.0,56.00000000000001,198.0,11088.000000000002,76.0,1.0,132.0,199.0,0.2828282828282829,0.27720000000000006,large,27.720000000000006,Tall (AR<0.75),0.52,0.5,False,True,False,True,True,False
patches_137,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_137.jpg,200,200,train,2,patches,61.0,85.5,80.0,75.0,6000.0,21.0,48.0,101.0,123.0,1.0666666666666667,0.15,medium,15.0,Square (0.75-1.25),0.305,0.4275,False,False,False,False,False,False
patches_137,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_137.jpg,200,200,train,2,patches,139.0,120.5,80.0,139.0,11120.0,99.0,51.0,179.0,190.0,0.5755395683453237,0.278,large,27.800000000000004,Tall (AR<0.75),0.695,0.6025,False,False,False,False,False,False
patches_138,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_138.jpg,200,200,train,2,patches,66.5,149.0,85.0,100.0,8500.0,24.0,99.0,109.0,199.0,0.85,0.2125,medium,21.25,Square (0.75-1.25),0.3325,0.745,False,False,False,True,True,False
patches_138,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_138.jpg,200,200,train,2,patches,98.5,45.0,69.0,88.0,6072.0,64.0,1.0,133.0,89.0,0.7840909090909091,0.1518,medium,15.18,Square (0.75-1.25),0.4925,0.225,False,True,False,False,True,False
patches_138,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_138.jpg,200,200,train,2,patches,22.0,11.5,42.0,21.0,882.0,1.0,1.0,43.0,22.0,2.0,0.02205,small,2.205,Wide (AR>1.25),0.11,0.0575,True,True,False,False,True,False
patches_139,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_139.jpg,200,200,train,2,patches,73.5,136.5,67.0,103.0,6901.0,40.0,85.0,107.0,188.0,0.6504854368932039,0.172525,medium,17.2525,Tall (AR<0.75),0.3675,0.6825,False,False,False,False,False,False
patches_139,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_139.jpg,200,200,train,2,patches,162.5,151.5,55.00000000000001,55.00000000000001,3025.000000000001,135.0,124.0,190.0,179.0,1.0,0.07562500000000003,medium,7.562500000000003,Square (0.75-1.25),0.8125,0.7575,False,False,False,False,False,False
patches_139,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_139.jpg,200,200,train,2,patches,74.5,33.0,25.0,44.0,1100.0,62.0,11.0,87.0,55.0,0.5681818181818182,0.0275,medium,2.75,Tall (AR<0.75),0.3725,0.165,False,False,False,False,False,False
patches_14,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_14.jpg,200,200,train,2,patches,113.99999999999999,99.0,72.0,56.00000000000001,4032.0000000000005,77.99999999999999,71.0,150.0,127.0,1.2857142857142856,0.10080000000000001,medium,10.080000000000002,Wide (AR>1.25),0.57,0.495,False,False,False,False,False,False
patches_140,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_140.jpg,200,200,train,2,patches,37.5,28.499999999999996,65.0,55.00000000000001,3575.0000000000005,5.0,0.9999999999999929,70.0,56.0,1.1818181818181817,0.08937500000000001,medium,8.937500000000002,Square (0.75-1.25),0.1875,0.1425,False,True,False,False,True,False
patches_140,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_140.jpg,200,200,train,2,patches,42.5,155.0,45.0,74.0,3330.0,20.0,118.0,65.0,192.0,0.6081081081081081,0.08325,medium,8.325000000000001,Tall (AR<0.75),0.2125,0.775,False,False,False,False,False,False
patches_140,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_140.jpg,200,200,train,2,patches,111.5,160.0,59.0,66.0,3894.0,82.0,127.0,141.0,193.0,0.8939393939393939,0.09735,medium,9.735000000000001,Square (0.75-1.25),0.5575,0.8,False,False,False,False,False,False
patches_140,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_140.jpg,200,200,train,2,patches,126.0,21.5,56.00000000000001,41.0,2296.0000000000005,98.0,1.0,154.0,42.0,1.3658536585365855,0.057400000000000014,medium,5.740000000000001,Wide (AR>1.25),0.63,0.1075,False,True,False,False,True,False
patches_140,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_140.jpg,200,200,train,2,patches,177.0,104.5,46.0,189.0,8694.0,154.0,10.0,200.0,199.0,0.24338624338624337,0.21735,medium,21.735,Tall (AR<0.75),0.885,0.5225,False,False,True,True,True,False
patches_141,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_141.jpg,200,200,train,2,patches,84.5,117.0,27.0,26.0,702.0,71.0,104.0,98.0,130.0,1.0384615384615385,0.01755,small,1.755,Square (0.75-1.25),0.4225,0.585,False,False,False,False,False,False
patches_141,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_141.jpg,200,200,train,2,patches,155.0,52.0,48.0,76.0,3648.0,131.0,14.0,179.0,90.0,0.631578947368421,0.0912,medium,9.120000000000001,Tall (AR<0.75),0.775,0.26,False,False,False,False,False,False
patches_141,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_141.jpg,200,200,train,2,patches,159.5,153.0,61.0,94.0,5734.0,129.0,106.0,190.0,200.0,0.648936170212766,0.14335,medium,14.335,Tall (AR<0.75),0.7975,0.765,False,False,False,True,True,False
patches_142,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_142.jpg,200,200,train,2,patches,24.0,50.5,46.0,75.0,3450.0,1.0,13.0,47.0,88.0,0.6133333333333333,0.08625,medium,8.625,Tall (AR<0.75),0.12,0.2525,True,False,False,False,True,False
patches_142,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_142.jpg,200,200,train,2,patches,30.5,152.5,59.0,93.0,5487.0,1.0,106.0,60.0,199.0,0.6344086021505376,0.137175,medium,13.7175,Tall (AR<0.75),0.1525,0.7625,True,False,False,True,True,False
patches_142,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_142.jpg,200,200,train,2,patches,95.5,66.5,65.0,81.0,5265.0,63.0,26.0,128.0,107.0,0.8024691358024691,0.131625,medium,13.1625,Square (0.75-1.25),0.4775,0.3325,False,False,False,False,False,False
patches_142,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_142.jpg,200,200,train,2,patches,163.5,81.0,67.0,160.0,10720.0,130.0,1.0,197.0,161.0,0.41875,0.268,large,26.8,Tall (AR<0.75),0.8175,0.405,False,True,False,False,True,False
patches_142,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_142.jpg,200,200,train,2,patches,139.5,163.0,79.0,72.0,5688.0,100.0,127.0,179.0,199.0,1.0972222222222223,0.1422,medium,14.219999999999999,Square (0.75-1.25),0.6975,0.815,False,False,False,True,True,False
patches_143,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_143.jpg,200,200,train,2,patches,80.0,84.5,90.0,157.0,14130.0,35.0,6.0,125.0,163.0,0.5732484076433121,0.35325,large,35.325,Tall (AR<0.75),0.4,0.4225,False,False,False,False,False,False
patches_143,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_143.jpg,200,200,train,2,patches,15.5,37.0,28.999999999999996,34.0,985.9999999999999,1.0000000000000018,20.0,30.0,54.0,0.8529411764705881,0.02465,small,2.465,Square (0.75-1.25),0.0775,0.185,True,False,False,False,True,False
patches_143,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_143.jpg,200,200,train,2,patches,59.5,186.5,41.0,27.0,1107.0,39.0,173.0,80.0,200.0,1.5185185185185186,0.027675,medium,2.7675,Wide (AR>1.25),0.2975,0.9325,False,False,False,True,True,False
patches_144,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_144.jpg,200,200,train,2,patches,45.5,93.0,56.99999999999999,92.0,5243.999999999999,17.000000000000004,47.0,74.0,139.0,0.6195652173913043,0.13109999999999997,medium,13.109999999999996,Tall (AR<0.75),0.2275,0.465,False,False,False,False,False,False
patches_144,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_144.jpg,200,200,train,2,patches,123.50000000000001,64.0,87.0,108.0,9396.0,80.00000000000001,10.0,167.0,118.0,0.8055555555555556,0.2349,large,23.49,Square (0.75-1.25),0.6175,0.32,False,False,False,False,False,False
patches_145,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_145.jpg,200,200,train,2,patches,41.0,34.0,70.0,66.0,4620.0,6.0,1.0,76.0,67.0,1.0606060606060606,0.1155,medium,11.55,Square (0.75-1.25),0.205,0.17,False,True,False,False,True,False
patches_145,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_145.jpg,200,200,train,2,patches,34.5,138.0,61.0,124.0,7564.0,4.0,76.0,65.0,200.0,0.49193548387096775,0.1891,medium,18.91,Tall (AR<0.75),0.1725,0.69,False,False,False,True,True,False
patches_145,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_145.jpg,200,200,train,2,patches,141.5,40.5,65.0,79.0,5135.0,109.0,1.0,174.0,80.0,0.8227848101265823,0.128375,medium,12.837499999999999,Square (0.75-1.25),0.7075,0.2025,False,True,False,False,True,False
patches_145,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_145.jpg,200,200,train,2,patches,151.5,134.0,77.0,130.0,10010.0,113.0,69.0,190.0,199.0,0.5923076923076923,0.25025,large,25.025,Tall (AR<0.75),0.7575,0.67,False,False,False,True,True,False
patches_146,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_146.jpg,200,200,train,2,patches,33.5,40.0,65.0,78.0,5070.0,1.0,1.0,66.0,79.0,0.8333333333333334,0.12675,medium,12.675,Square (0.75-1.25),0.1675,0.2,True,True,False,False,True,False
patches_146,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_146.jpg,200,200,train,2,patches,40.0,134.0,68.0,132.0,8976.0,6.0,68.0,74.0,200.0,0.5151515151515151,0.2244,medium,22.439999999999998,Tall (AR<0.75),0.2,0.67,False,False,False,True,True,False
patches_146,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_146.jpg,200,200,train,2,patches,158.5,24.5,39.0,47.0,1833.0,139.0,1.0,178.0,48.0,0.8297872340425532,0.045825,medium,4.5825,Square (0.75-1.25),0.7925,0.1225,False,True,False,False,True,False
patches_148,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_148.jpg,200,200,train,2,patches,21.0,94.0,40.0,104.0,4160.0,1.0,42.0,41.0,146.0,0.38461538461538464,0.104,medium,10.4,Tall (AR<0.75),0.105,0.47,True,False,False,False,True,False
patches_148,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_148.jpg,200,200,train,2,patches,103.0,95.0,82.0,188.0,15416.0,62.0,1.0,144.0,189.0,0.43617021276595747,0.3854,large,38.54,Tall (AR<0.75),0.515,0.475,False,True,False,False,True,False
patches_149,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_149.jpg,200,200,train,2,patches,87.0,98.5,98.0,191.0,18718.0,38.0,3.0,136.0,194.0,0.5130890052356021,0.46795,large,46.794999999999995,Tall (AR<0.75),0.435,0.4925,False,False,False,False,False,False
patches_149,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_149.jpg,200,200,train,2,patches,168.0,123.0,62.0,152.0,9424.0,137.0,47.0,199.0,199.0,0.40789473684210525,0.2356,large,23.56,Tall (AR<0.75),0.84,0.615,False,False,True,True,True,False
patches_149,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_149.jpg,200,200,train,2,patches,176.5,28.499999999999996,43.0,55.00000000000001,2365.0000000000005,155.0,0.9999999999999929,198.0,56.0,0.7818181818181817,0.05912500000000001,medium,5.912500000000001,Square (0.75-1.25),0.8825,0.1425,False,True,True,False,True,False
patches_15,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_15.jpg,200,200,train,2,patches,85.5,26.5,53.0,51.0,2703.0,59.0,1.0,112.0,52.0,1.0392156862745099,0.067575,medium,6.757499999999999,Square (0.75-1.25),0.4275,0.1325,False,True,False,False,True,False
patches_15,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_15.jpg,200,200,train,2,patches,88.0,137.5,42.0,125.0,5250.0,67.0,75.0,109.0,200.0,0.336,0.13125,medium,13.125,Tall (AR<0.75),0.44,0.6875,False,False,False,True,True,False
patches_150,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_150.jpg,200,200,train,2,patches,31.0,79.0,56.00000000000001,156.0,8736.000000000002,2.9999999999999964,1.0,59.0,157.0,0.35897435897435903,0.21840000000000004,medium,21.840000000000003,Tall (AR<0.75),0.155,0.395,False,True,False,False,True,False
patches_150,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_150.jpg,200,200,train,2,patches,26.0,180.5,50.0,39.0,1950.0,1.0,161.0,51.0,200.0,1.2820512820512822,0.04875,medium,4.875,Wide (AR>1.25),0.13,0.9025,True,False,False,True,True,False
